學號,性別,學籍班(簡稱),入學年,入學月,入學身分,入學方式,名額區分,部別,學制,系科,通訊郵遞區號,戶籍郵遞區號,畢業方式,畢業年月,畢業學校,畢業科系,是否新住民二代
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,434,434,畢業,11006,宜寧高中,觀光事業科,否
11013***,女,日觀光110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,436,436,畢業,11006,宜寧高中,觀光事業科,否
11011***,女,日國貿110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,436,436,畢業,11006,4831 私立僑泰高中（日間部）,應用外語科(英文組),否
11011***,女,日國貿110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,433,433,畢業,11006,葳格高中,應用外語科(英文組),否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,407,407,畢業,11006,宜寧高中,觀光事業科,否
11012***,女,日財法110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財經法律系,435,435,畢業,11006,4831 私立僑泰高中（日間部）,資料處理科,否
11013***,女,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,436,436,畢業,11006,4801 私立致用高中（日間部）,觀光事業科,否
11013***,女,日觀光110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,,439,畢業,11006,4801 私立致用高中（日間部）,觀光事業科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,437,437,畢業,11006,4801 私立致用高中（日間部）,資料處理科,否
11013***,女,日餐管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,413,413,畢業,11006,4731 私立大明高中（日間部）,餐飲管理科,否
11015***,女,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,412,412,畢業,11006,新民高中,電子商務科,否
11013***,女,日餐管110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,,411,畢業,11006,4731 私立大明高中（日間部）,餐飲管理科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,412,412,畢業,11006,4831 私立僑泰高中（日間部）,餐飲管理科,否
11012***,女,日行銷110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,413,412,畢業,11006,僑泰高中,應用外語科(英文組),否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,542,542,畢業,11006,南投高商,商業經營科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,421,421,畢業,11006,4731 私立大明高中（日間部）,廣告設計科,否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,421,421,畢業,11006,致用高中,資料處理科,否
11011***,女,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,421,421,畢業,11006,4771 私立明台高中（日間部）,餐飲技術科,否
11011***,女,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,412,412,畢業,11006,南投高商,商業經營科,否
11013***,女,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,408,408,畢業,11006,4411 私立明德高中（日間部）,餐飲管理科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,412,412,畢業,11006,4411 私立明德高中（日間部）,廣告設計科,否
11013***,女,日觀光110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,412,412,畢業,11006,4731 私立大明高中（日間部）,觀光事業科,否
11013***,女,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,,412,畢業,11006,4411 私立明德高中（日間部）,餐飲管理科,否
11013***,女,日餐管110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,412,412,畢業,11006,4831 私立僑泰高中（日間部）,餐飲管理科,否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,,412,畢業,11006,青年高中,觀光事業科,否
11016***,女,日工設產品110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,,412,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11015***,女,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,412,412,畢業,11006,草屯商工,商業經營科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,,429,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11012***,女,日行銷110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,420,420,畢業,11006,新民高中,國際貿易科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,,429,畢業,11006,宜寧高中,應用外語科(英文組),否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,,429,畢業,11006,台中市私立明道高中,美工科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,429,429,畢業,11006,4731 私立大明高中（日間部）,廣告設計科,是
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,420,420,畢業,11006,4451 私立嶺東高中（日間部）,多媒體設計科,否
11011***,女,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,433,畢業,11006,4831 私立僑泰高中（日間部）,餐飲技術科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,433,433,畢業,11006,4451 私立嶺東高中（日間部）,商業經營科,否
11012***,女,日財法110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財經法律系,433,433,畢業,11006,4801 私立致用高中（日間部）,資料處理科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,433,433,畢業,11006,宜寧高中,觀光事業科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,407,407,畢業,11006,宜寧高中,應用外語科(日文組),否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,406,畢業,11006,臺中市_私立新民高中,商業經營科,否
11013***,女,日觀光110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,435,435,肄業,11006,宜寧高中,觀光事業科,否
11011***,女,日國貿110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,435,435,畢業,11006,4801 私立致用高中（日間部）,資料處理科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,,406,畢業,11006,4731 私立大明高中（日間部）,多媒體動畫科,否
11011***,女,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,402,402,畢業,11006,4831 私立僑泰高中（日間部）,餐飲技術科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,420,畢業,11006,卓蘭高中,商業經營科,否
11012***,女,日行銷110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,406,420,畢業,11006,僑泰高中,應用外語科(英文組),否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,420,420,畢業,11006,明德高中,觀光事業科,否
11012***,女,日行銷110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,420,420,畢業,11006,慈明高中,觀光事業科,否
11012***,女,日行銷110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,420,420,畢業,11006,豐原高商,商業經營科,否
11014***,女,日應英110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制應用英語系,420,420,畢業,11006,豐原高商,應用外語科(英文組),否
11011***,女,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,420,420,畢業,11006,卓蘭高中,商業經營科,否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,427,894,畢業,11006,明德高中,商業經營科,否
11011***,女,日國貿110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,420,420,畢業,11006,葳格高中,應用外語科(英文組),否
11013***,女,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,420,420,畢業,11006,葳格高中,餐飲管理科,否
11016***,女,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,,420,畢業,11006,東勢高工,製圖科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,427,427,畢業,11006,私立新民高中,商業經營科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,427,畢業,11006,新民高中,電子商務科,是
11013***,女,日餐管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,401,881,畢業,11006,4411 私立明德高中（日間部）,餐飲管理科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,427,427,畢業,11006,玉山高中,觀光事業科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,406,406,畢業,11006,崴格高中,觀光事業科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,427,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,427,427,畢業,11006,豐原高商,商業經營科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,427,427,畢業,11006,新民高中,電子商務科,否
11013***,女,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,427,427,畢業,11006,4731 私立大明高中（日間部）,餐飲管理科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,429,429,畢業,11006,4831 私立僑泰高中（日間部）,應用外語科(日文組),否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,,,畢業,11006,4731 私立大明高中（日間部）,美工科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,427,427,畢業,11006,豐原高商,商業經營科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,427,427,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11015***,女,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,427,427,畢業,11006,豐原高商,資料處理科,否
11013***,女,日觀光110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,427,427,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11013***,女,日觀光110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,427,427,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11011***,女,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,434,434,畢業,11006,4771 私立明台高中（日間部）,餐飲技術科,否
11012***,女,日財法110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財經法律系,428,428,畢業,11006,新民高中,資料處理科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,428,428,畢業,11006,宜寧高中,觀光事業科,否
11015***,女,日多遊110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,,407,畢業,11006,4731 私立大明高中（日間部）,多媒體動畫科,否
11015***,女,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,428,428,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11016***,女,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,428,428,畢業,11006,東勢高工,製圖科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,428,428,畢業,11006,宜寧高中,觀光事業科,否
11011***,女,日國貿110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,428,428,畢業,11006,宜寧高中,觀光事業科,否
11011***,女,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,428,畢業,11006,4451 私立嶺東高中（日間部）,商業經營科,否
11015***,女,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,,428,畢業,11006,4731 私立大明高中（日間部）,廣告設計科,否
11013***,女,日餐管110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,428,428,畢業,11006,4771 私立明台高中（日間部）,餐飲管理科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,408,408,畢業,11006,4413 私立明德高中（進修部）,觀光事業科,否
11016***,女,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,,428,畢業,11006,東勢高工,製圖科,否
11012***,女,日行銷110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,408,408,畢業,11006,明道中學,資料處理科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,414,414,畢業,11006,4771 私立明台高中（日間部）,餐飲技術科,否
11014***,女,日應英110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制應用英語系,,411,畢業,11006,4791 私立青年高中（日間部）,電影電視科,否
11015***,女,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,,404,畢業,11006,4831 私立僑泰高中（日間部）,廣告設計科,否
11014***,女,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,401,401,畢業,11006,新民高中,觀光事業科,否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,408,408,畢業,11006,嶺東高中,商業經營科,否
11011***,女,日財金110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,,411,畢業,11006,4771 私立明台高中（日間部）,資料處理科,否
11011***,女,日國貿110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,,406,畢業,11006,4361 國立興大附農（日間部）,綜合職能科,否
11012***,女,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,437,437,畢業,11006,致用高中,應用外語科(英文組),否
11012***,女,日行銷110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,438,438,畢業,11006,宜寧高中,應用外語科(日文組),否
11011***,女,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,408,408,畢業,11006,4831 私立僑泰高中（日間部）,餐飲技術科,否
11014***,女,日旅展110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,428,428,畢業,11006,4791 私立青年高中（日間部）,觀光事業科,否
11013***,女,日觀光110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,432,432,畢業,11006,宜寧高中,觀光事業科,否
11015***,男,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,433,433,畢業,11006,沙鹿高工,商用資訊科,否
11016***,男,日工設產品110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,427,427,畢業,11006,4451 私立嶺東高中（日間部）,汽車科,否
11011***,男,日國貿110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,427,427,畢業,11006,4841 私立嘉陽高中（日間部）,飛機修護科,否
11015***,男,日多遊110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,,427,畢業,11006,台中市私立新民高中,資訊科,否
11015***,男,日資科110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,,428,畢業,11006,宜寧高中,資訊科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,428,428,畢業,11006,台中市私立新民高中,機械科,否
11013***,男,日觀光110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制觀光與休閒事業管理系,428,428,畢業,11006,宜寧高中,觀光事業科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,428,428,畢業,11006,台中市私立新民高中,機械科,否
11011***,男,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,428,428,畢業,11006,宜寧高中,資料處理科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,428,428,畢業,11006,台中市私立新民高中,製圖科,否
11012***,男,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,429,429,畢業,11006,致用高中,資料處理科,否
11011***,男,日國貿110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制國際貿易系,414,414,畢業,11006,私立新民高中,電子商務科,否
11015***,男,日創設110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,414,414,畢業,11006,4791 私立青年高中（日間部）,餐飲管理科,否
11015***,男,日資科110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,,412,畢業,11006,4831 私立僑泰高中（日間部）,應用外語科(英文組),否
11015***,男,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,408,408,畢業,11006,台中市私立明道高中,資訊科,否
11012***,男,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,437,437,畢業,11006,致用高中,資料處理科,否
11014***,男,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,411,411,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11012***,男,日行銷110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,411,411,畢業,11006,葳格高中,觀光事業科,否
11015***,男,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,411,411,畢業,11006,4731 私立大明高中（日間部）,美工科,否
11015***,男,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,434,434,畢業,11006,4821 私立慈明高中（日間部）,電子科,否
11015***,男,日資科110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,434,434,畢業,11006,宜寧高中,資料處理科,否
11015***,男,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,421,421,畢業,11006,4801 私立致用高中（日間部）,資訊科,否
11014***,男,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,,435,畢業,11006,4731 私立大明高中（日間部）,餐飲管理科,否
11012***,男,日行銷110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制行銷與流通管理系,437,437,畢業,11006,致用高中,資料處理科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,421,421,畢業,11006,4801 私立致用高中（日間部）,機械科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,421,421,畢業,11006,東勢高工,製圖科,否
11013***,男,日餐管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,407,407,畢業,11006,興大附農,餐飲管理科,否
11015***,男,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,429,429,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11015***,男,日多遊110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,,428,畢業,11006,5411 國立竹山高中（日間部）,多媒體設計科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,429,429,畢業,11006,4841 私立嘉陽高中（日間部）,汽車科,否
11013***,男,日餐管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,427,427,畢業,11006,4731 私立大明高中（日間部）,餐飲管理科,否
11014***,男,日應英110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制應用英語系,433,433,畢業,11006,沙鹿高中,紡織科,否
11011***,男,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,420,420,畢業,11006,卓蘭高中,商業經營科,否
11015***,男,日多遊110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,11006,4801 私立致用高中（日間部）,資料處理科,否
11011***,男,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,429,429,畢業,11006,4411 私立明德高中（日間部）,觀光事業科,否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,428,428,畢業,11006,沙鹿高工,製圖科,否
11015***,男,日多遊110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,11006,卓蘭高中,資料處理科,否
11011***,男,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,42077,420,畢業,11006,4423 私立新民高中（進修部）,應用外語科(日文組),否
11011***,男,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,420,420,肄業,11006,4731 私立大明高中（日間部）,觀光事業科,否
11011***,男,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,436,畢業,11006,4841 私立嘉陽高中（日間部）,餐飲管理科,否
11015***,男,日資科110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,436,436,畢業,11006,明道高中,資訊科,否
11011***,男,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,,429,畢業,11006,4411 私立明德高中（日間部）,資料處理科,否
11011***,男,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,436,436,畢業,11006,苑裡高中,商業經營科,否
11015***,男,日創設110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,412,412,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11011***,男,日企管110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,412,412,畢業,11006,4411 私立明德高中（日間部）,資料處理科,否
11013***,男,日餐管110仁,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制餐飲管理系,412,412,畢業,11006,4411 私立明德高中（日間部）,餐飲管理科,否
11016***,男,日工設產品110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,412,412,畢業,11006,4831 私立僑泰高中（日間部）,多媒體設計科,否
11011***,男,日企管110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制企業管理系,427,427,畢業,11006,4771 私立明台高中（日間部）,餐飲管理科,是
11014***,男,日旅展110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制旅館與會展管理系,427,427,畢業,11006,4771 私立明台高中（日間部）,餐飲技術科,否
11011***,男,日財金110孝,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制財務金融系,427,427,畢業,11006,宜寧高中,應用外語科(日文組),否
11016***,男,日工設機械110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系機械設計組,427,427,畢業,11006,新民高中,製圖科,否
11016***,男,日工設產品110忠,110,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,434,434,畢業,11006,沙鹿高工,汽車科,否
